time	V(vc)	V(vdd)	V(vo)	V(vsw)
2.346378838399051e-005	1.517060e+001	6.000000e+000	1.536894e+001	1.619242e+001
2.347897247793711e-005	1.517120e+001	6.000000e+000	1.536918e+001	1.619251e+001
2.350934066583117e-005	1.517240e+001	6.000000e+000	1.536964e+001	1.619270e+001
2.357007704161841e-005	1.517479e+001	6.000000e+000	1.537055e+001	1.619305e+001
2.357952724842474e-005	1.517516e+001	6.000000e+000	1.537069e+001	1.619310e+001
2.359842766203740e-005	1.517589e+001	6.000000e+000	1.537097e+001	1.619320e+001
2.363622848926272e-005	1.517737e+001	6.000000e+000	1.537153e+001	1.619341e+001
2.363722848926393e-005	1.517741e+001	6.000000e+000	1.537154e+001	1.619341e+001
2.363922848926635e-005	1.517748e+001	6.000000e+000	1.537157e+001	1.619342e+001
2.364322848927118e-005	1.517764e+001	6.000000e+000	1.537163e+001	1.619345e+001
2.364985332611088e-005	1.517790e+001	6.000000e+000	1.537172e+001	1.619348e+001
2.366310299979028e-005	1.517841e+001	6.000000e+000	1.537191e+001	1.619355e+001
2.367450065264218e-005	1.517885e+001	6.000000e+000	1.537208e+001	1.619361e+001
2.367820469429630e-005	1.517899e+001	6.000000e+000	1.537213e+001	1.619362e+001
2.368561277760455e-005	1.517928e+001	6.000000e+000	1.537224e+001	1.619366e+001
2.368618383338361e-005	1.517930e+001	6.000000e+000	1.537225e+001	1.619367e+001
2.368732594494171e-005	1.517934e+001	6.000000e+000	1.537226e+001	1.619367e+001
2.368961016805792e-005	1.517943e+001	6.000000e+000	1.537229e+001	1.619368e+001
2.369331652344806e-005	1.517958e+001	6.000000e+000	1.537235e+001	1.619370e+001
2.369358728921984e-005	1.517959e+001	6.000000e+000	1.537235e+001	1.619370e+001
